CommentID||RecipeID||Classification
110693331||11376||1, 5
110829582||11376||5
117354343||11376||1, 5
122683917||11376||1, 5
127641942||11376||5
14741505||11376||1, 5
14796309||11376||1, 5
14823347||11376||1, 5
15051353||11376||1, 5
15884580||11376||1, 5
16790352||11376||1, 5
16902224||11376||1, 5
17061744||11376||1, 5
17133682||11376||1, 5
17852121||11376||1, 5
18168971||11376||1, 5
18456137||11376||1, 5
19856118||11376||1, 5
22347146||11376||1, 5
22926515||11376||1, 5
23802874||11376||1, 5
24053553||11376||1, 5
24319375||11376||1, 5
24635622||11376||1, 5
27438003||11376||5
29640868||11376||1, 5
29752164||11376||1, 5
29962429||11376||1, 5
29970378||11376||1, 5
30192611||11376||1, 5
30224453||11376||1, 5
30457316||11376||1, 5
30672599||11376||1, 5
30674956||11376||1, 5
30718718||11376||1, 5
30753755||11376||1, 5
30801896||11376||5
30804942||11376||1, 5
30919841||11376||1, 5
31238744||11376||1, 5
31433059||11376||1, 5
31448570||11376||1, 5
100430325||11376||1, 5
101080009||11376||1, 5
104369953||11376||3, 5
106097691||11376||1, 5
106109540||11376||1, 5
106231995||11376||1, 3, 5
106397319||11376||1, 3
106429474||11376||1, 5
106436858||11376||1, 5
106545133||11376||1, 5
106661457||11376||1, 5
106708320||11376||1, 5
106712364||11376||1, 5
106763663||11376||1, 5
106837905||11376||1, 5
106930461||11376||5
106988966||11376||1, 5
106989488||11376||1, 5
107032189||11376||5
107440913||11376||5
109452772||11376||1, 3, 5
110620419||11376||1, 5
120634171||11376||5
122195697||11376||1, 5
14809132||11376||1, 5
14857485||11376||1, 5
14867292||11376||1, 5
15101226||11376||1, 5
15872013||11376||1, 5
15946894||11376||1, 5
16236435||11376||1, 5
16561179||11376||1, 3, 5
16585098||11376||1, 5
16604406||11376||1, 5
16897013||11376||1, 5
17239533||11376||1, 5
17244670||11376||1, 2
17305064||11376||1, 5
17314134||11376||1, 5
17374990||11376||1, 5
17488034||11376||1, 5
17575610||11376||1, 5
19341813||11376||1, 5
19758702||11376||1, 5
19831971||11376||1, 5
20471152||11376||1, 5
20483134||11376||1, 5
21618955||11376||1, 5
21618985||11376||1, 5
21718406||11376||1, 5
22278677||11376||1, 5
23927304||11376||1, 5
24321757||11376||1, 5
24347096||11376||1, 5
24654731||11376||1, 5
25466873||11376||1, 5
25824204||11376||1, 5
26519027||11376||1, 5
27355730||11376||1, 5
28109400||11376||5
29341273||11376||1, 5
29676648||11376||1, 5
29776905||11376||1, 5
29991823||11376||1, 5
30205922||11376||1, 5
30261940||11376||1, 5
30290552||11376||1, 5
30322274||11376||1, 5
30354465||11376||1, 5
30370625||11376||1, 5
30547127||11376||1, 5
30603675||11376||1, 5
30657212||11376||5
30657622||11376||1, 5
30671086||11376||1, 5
30686211||11376||1, 5
30989390||11376||5
31124439||11376||1, 5
31189993||11376||1, 5
31207168||11376||5
31320256||11376||1, 5
100268763||11376||1, 5
100294727||11376||1, 5
100392715||11376||1, 5
100625683||11376||1, 5
102385124||11376||1, 5
103393455||11376||1, 5
103909508||11376||1, 5
104274567||11376||1, 5, 3
104375777||11376||1, 5
104395827||11376||1, 5
104451821||11376||5
106107183||11376||1, 5, 3
106107215||11376||1, 5
106111236||11376||1, 5
106152599||11376||1, 5
106168015||11376||1, 5
106177637||11376||1, 5
106433609||11376||1, 5
106437283||11376||1, 5
106469379||11376||1, 3
106532344||11376||1, 5
106602407||11376||1, 5
106670570||11376||1, 5
106688898||11376||1, 5
106703044||11376||1, 5
106763648||11376||1, 5
106842949||11376||1, 5
106867377||11376||1, 5
106883884||11376||1, 5
106969222||11376||1, 5
106971217||11376||1, 5
107009678||11376||1, 5
107096079||11376||1, 5
107241246||11376||1, 5
107339171||11376||1, 5
107362806||11376||1, 5
107498812||11376||1, 5
107502220||11376||5
107698407||11376||1, 5
107801386||11376||1, 5
107821814||11376||1, 5
108098273||11376||1, 5
108755569||11376||1, 5
109252018||11376||1, 5
110027099||11376||1, 5
110462423||11376||1, 5
110714536||11376||5
110757918||11376||1, 5
110866992||11376||1, 5
110910974||11376||1, 5
111746907||11376||1, 5
111941673||11376||1, 5
112196404||11376||1, 5
113365509||11376||5
119764899||11376||1, 5
121936173||11376||1, 5
130250278||11376||1, 5
130464709||11376||1, 5
14859089||11376||1, 5
14995434||11376||1, 5
15047304||11376||1, 5
15071057||11376||1, 5
15075798||11376||1, 5
15855466||11376||1, 5
15865311||11376||1, 5
15872247||11376||1, 5
15914489||11376||1, 5
16280324||11376||1, 5
16381476||11376||1, 5
16790348||11376||5
16804266||11376||1, 5
17108108||11376||1, 5
17594532||11376||1, 5
17602791||11376||1, 5
17644376||11376||1, 5
17852128||11376||5
18043202||11376||1, 5
18210458||11376||1, 5
18210482||11376||1, 5
18340537||11376||1, 5
18538591||11376||1, 5
18837706||11376||1, 5
18887593||11376||1, 5
19313340||11376||1, 5
19856100||11376||1, 5
20078066||11376||1, 5
20231213||11376||1, 5
20967220||11376||1, 5
21294417||11376||1, 5
21633580||11376||1, 5
21656372||11376||1, 5
21686726||11376||1, 5
21868155||11376||1, 5
22133200||11376||5
22203458||11376||1, 5
22541605||11376||1, 5
23130353||11376||1, 5
23606228||11376||1, 5
23800391||11376||3, 4
23800467||11376||1, 5
23801250||11376||1, 5
23802120||11376||1, 3, 5
23803865||11376||1, 5
23804165||11376||1, 5
23805090||11376||1, 5
23806408||11376||5
23806962||11376||3, 4
23807133||11376||5
23807487||11376||1, 5
23828563||11376||1, 2, 3, 5
23887383||11376||1, 3, 5
24029415||11376||1, 5
24032522||11376||1, 5
24104978||11376||1, 5
24278588||11376||1, 5
24287427||11376||1, 5
24320075||11376||1, 5
24323067||11376||5
24324544||11376||1, 5
24326282||11376||1, 5
24332214||11376||1, 5
24332447||11376||1, 5
24333447||11376||1, 5
24433721||11376||1, 2, 5
24499520||11376||1, 5
24700401||11376||5
24714388||11376||1, 5
24725819||11376||1, 3, 5
24727638||11376||5
24769489||11376||1, 5
24887833||11376||1, 5
24998310||11376||5
25054886||11376||1, 5
25054894||11376||5
25084523||11376||3, 5
25334391||11376||1, 5
25511793||11376||1, 5
25554559||11376||1, 3
25554570||11376||1, 5
25831623||11376||1, 5
26204643||11376||1, 5
26306381||11376||1, 5
28562252||11376||1, 5
29115713||11376||1, 5
29577836||11376||1, 5
29640855||11376||1, 5
29740587||11376||1, 5
29768554||11376||1, 5
29777305||11376||1, 5
29874017||11376||5
29881870||11376||1, 5
29899911||11376||1, 5
29944177||11376||1, 5
29952972||11376||1, 5
29967186||11376||1, 5
30015866||11376||1, 5
30045577||11376||1, 5
30062483||11376||1, 5
30112300||11376||1, 5
30238839||11376||1, 5
30262226||11376||1, 5
30262406||11376||5
30274871||11376||1, 5
30372463||11376||1, 5
30410346||11376||1, 5
30436304||11376||1, 5
30457071||11376||1, 5
30458027||11376||1, 5
30473011||11376||5
30539223||11376||1, 5
30601814||11376||1, 5
30657184||11376||1, 5
30657279||11376||1, 2
30657723||11376||1, 5
30657937||11376||1, 5
30660097||11376||1, 5
30662222||11376||1, 5
30673166||11376||5
30703801||11376||1, 5
30796540||11376||1, 5
30878674||11376||1, 5
30946183||11376||1, 5
31223989||11376||1, 5
31311367||11376||1, 5
31332779||11376||1, 5
31402883||11376||1, 5
31429308||11376||1, 5
31431318||11376||1, 5
100222934||11376||1, 5
100407413||11376||1, 5
100428357||11376||3
100659036||11376||1, 5
101189148||11376||1, 5
101570118||11376||1, 5
101798051||11376||1, 5
102640815||11376||1, 5
102947155||11376||1, 5
103031612||11376||1, 5
103195713||11376||1, 5
103393324||11376||1, 5
103702336||11376||1, 5
103935672||11376||1, 5
104030518||11376||1, 5
104030591||11376||1, 5
104364625||11376||1, 5
104368983||11376||1, 5
104372497||11376||1, 5
104384779||11376||1, 5
104452241||11376||1, 5
104655685||11376||1, 5
104831630||11376||1, 5
105227403||11376||1, 5
105324944||11376||1, 5
105531850||11376||1, 5
105540921||11376||1, 5
105542796||11376||1, 5
105902665||11376||5
105940482||11376||1, 5
105941287||11376||1, 5
105944236||11376||1, 5
105962773||11376||1, 5
105964237||11376||5
105966490||11376||5
105983281||11376||1, 3, 5
105992989||11376||1, 5
106051812||11376||5
106070731||11376||5
106107662||11376||5
106129943||11376||1, 3, 5
106143202||11376||1, 5
106198809||11376||1, 5
106228022||11376||1, 5, 3
106234736||11376||1, 5
106274463||11376||1, 5
106275420||11376||1, 5
106301230||11376||1, 4, 5
106342717||11376||1, 5
106354943||11376||3, 5
106379248||11376||1, 5
106385645||11376||5
106407250||11376||1, 3, 5
106410180||11376||1, 5
106412195||11376||5
106427179||11376||1, 5
106463636||11376||5
106553628||11376||1, 5
106591487||11376||1, 5
106615486||11376||1, 3, 5
106659850||11376||1, 5
106663106||11376||1, 5
106705750||11376||1, 5
106716923||11376||1, 5
106721954||11376||1, 5
106722134||11376||1, 5
106729597||11376||1, 5
106771423||11376||1, 5
106799458||11376||1, 5
106803330||11376||1, 5
106829778||11376||1, 5
106845306||11376||1, 5
106887558||11376||1, 5
106892018||11376||5
106901402||11376||1, 5
106960431||11376||5
106990812||11376||1, 5
107002058||11376||1, 5
107006044||11376||5
107062384||11376||1, 5
107062553||11376||1, 5
107062870||11376||1, 5
107073323||11376||1, 5
107097460||11376||1, 5
107215570||11376||1, 5
107226077||11376||1, 5
107361467||11376||1, 5
107368751||11376||5
107465807||11376||5
107626272||11376||1, 5
107660757||11376||1, 5
107703680||11376||1, 5
107724675||11376||5, 1
107799376||11376||5
107809797||11376||1, 5
107827532||11376||1, 5
107844364||11376||1, 5
108241957||11376||5
108464772||11376||3, 5
108563905||11376||1, 5, 3
108681744||11376||1, 5
108736446||11376||1, 5
108846884||11376||1, 5
109122106||11376||1, 5
109266198||11376||1, 5
109315705||11376||1, 5
109376460||11376||1, 5
109721161||11376||1, 5
110211528||11376||1, 5
110375449||11376||1, 3
110389187||11376||5
110642443||11376||1, 5
110694415||11376||1, 5
110695407||11376||1, 2
110807200||11376||5
110841680||11376||1, 5
110917622||11376||1, 5
111018752||11376||5
111236779||11376||1, 5
111337859||11376||1, 5
111412805||11376||1, 5
111787583||11376||1, 5
111790107||11376||1, 5
111823258||11376||1, 5
111926978||11376||1, 5
112002643||11376||5
112275054||11376||1, 5
112365395||11376||1, 5
112677770||11376||1, 5
112772421||11376||1, 5
112775932||11376||5
112797451||11376||1, 2, 5
112865207||11376||1, 5
113751969||11376||1, 5
114165576||11376||1, 5
115265783||11376||1, 5
115320664||11376||1, 5
115338115||11376||1, 5
115374708||11376||1, 5
115794646||11376||1, 5
116428219||11376||1, 5
117455244||11376||1, 5
118549501||11376||1, 5
118802108||11376||1, 5
120477699||11376||1, 5
121875900||11376||1, 5
121875946||11376||1, 5
121958655||11376||1, 5
122078802||11376||1, 5
122967312||11376||1, 5
123008751||11376||1, 5
128474993||11376||1, 3, 5
128595948||11376||1, 5
128782591||11376||4, 5
130181257||11376||1, 5, 3
131243204||11376||1, 5
131319150||11376||1, 5
132165568||11376||5
124162607||1024066||1, 3
124141780||1024066||1, 5
124139733||1024066||1, 5
124748212||1024066||4, 5
124162820||1024066||1, 5
124169399||1024066||1, 5
124138825||1024066||1, 5
124141515||1024066||3, 5
124173943||1024066||1, 2, 5
124156684||1024066||1, 5
124169482||1024066||1, 5
124168980||1024066||1, 5
124138414||1024066||1, 5
124169473||1024066||1, 3, 5
124165794||1024066||5
124187460||1024066||1, 5
124174554||1024066||4, 5
125295183||1024066||1, 4, 5
124351505||1024066||1, 5
124138093||1024066||1, 3, 5
124141039||1024066||1, 5
124262002||1024066||2, 5
126318199||1024066||1, 5
124177016||1024066||1, 2
124154112||1024066||5
125473128||1024066||1, 2, 5
124224704||1024066||1, 5
124140405||1024066||1, 2
126320238||1024066||1, 5
130285334||1024066||1, 3
125170884||1024066||1, 5
126214596||1024066||1, 5
130874900||1024066||1, 5
130922211||1024066||1, 5
126824192||1024066||1, 5
129679029||1024066||1, 2, 5
130615444||1024066||1, 5
126538711||1024066||4, 5
129942077||1024066||1, 5
130443272||1024066||1, 2, 5
131262703||1024066||1, 5
131467922||1024066||1, 5
129445652||1024066||1, 5
130764568||1024066||1, 5
131082466||1024066||4, 5
131239420||1024066||1, 5
124818304||1024066||1, 5
130182039||1024066||1, 3
131025593||1024066||1, 5
131029449||1024066||1, 2, 5
132373365||1024066||1, 5
135077108||1024066||1, 5
17378250||1017937||1, 5
17391362||1017937||1, 2, 5
17402765||1017937||1, 5
17356237||1017937||5
17333858||1017937||2, 4
24198950||1017937||1, 2, 5
17335696||1017937||1, 5
17365189||1017937||4, 5
17336302||1017937||1, 5
17348790||1017937||1, 5
17341876||1017937||3, 4
17335996||1017937||1, 5
17358654||1017937||1, 5
17331415||1017937||1, 5
17335722||1017937||5
17333703||1017937||1, 5
17334927||1017937||1, 2, 5
17332152||1017937||2, 5
17338208||1017937||1, 5
29931886||1017937||1, 3
29698286||1017937||1, 5
17332419||1017937||1, 5
17332561||1017937||1, 5, 4
30524502||1017937||1, 5
17401716||1017937||1, 5
17338116||1017937||2, 5
17331309||1017937||1, 5
17332030||1017937||1, 5
17331807||1017937||1, 5
30223234||1017937||5
17338634||1017937||1, 5
29720809||1017937||5
30421107||1017937||1, 2
17386221||1017937||1, 5
17340224||1017937||1, 2, 5
17400933||1017937||1, 5
17401572||1017937||1, 5
108871924||1017937||3, 5
17332403||1017937||1, 5
17350523||1017937||1, 2, 5
30111699||1017937||1, 2, 5
17331304||1017937||5
18903469||1017937||1, 5
17332168||1017937||1, 5
17335476||1017937||1, 5
17398676||1017937||1, 5
17335740||1017937||1, 5
17399286||1017937||1, 5
17348219||1017937||1, 5
17352682||1017937||1, 5
17428046||1017937||1, 5
17331755||1017937||1, 2, 5
17489077||1017937||1, 5
28723358||1017937||1, 5
17334354||1017937||1, 5
30254544||1017937||1, 5
17331871||1017937||1, 5
17410591||1017937||5
17418315||1017937||1, 5
23694162||1017937||1, 5
26737749||1017937||1, 5
17336563||1017937||1, 5
17379351||1017937||1, 5
17338768||1017937||4, 5
17390634||1017937||3, 5
17491398||1017937||1, 5
17333248||1017937||4, 3
17337133||1017937||1, 5
17342848||1017937||2, 4
109852597||1017937||1, 5
17410926||1017937||1, 5
20077071||1017937||1, 5
17331984||1017937||5
17334884||1017937||1, 5
17335321||1017937||1, 5
17337994||1017937||5
17338491||1017937||3, 4
17394566||1017937||5
17436781||1017937||1, 2, 5
17515144||1017937||1, 5
28839511||1017937||4, 5
17331740||1017937||1, 5
17333485||1017937||1, 2, 5
17580702||1017937||5
17741447||1017937||1, 5
29283076||1017937||1, 5
17360462||1017937||1, 5
28669104||1017937||1, 5
30111588||1017937||1, 5
17335224||1017937||1, 5
17393366||1017937||5
17479794||1017937||1, 5
21610170||1017937||1, 5
29573831||1017937||1, 5
109396992||1017937||1, 5
17331906||1017937||5
17332018||1017937||5
17332798||1017937||5
17336532||1017937||1, 2, 3
17339553||1017937||5
17340929||1017937||1, 5
17345850||1017937||1, 5
17396338||1017937||1, 5
21694352||1017937||1, 5
22155412||1017937||1, 2, 5
22553395||1017937||1, 5
25581627||1017937||1, 5
26784471||1017937||1, 5
27266409||1017937||3, 5
28783594||1017937||1, 5
109393079||1017937||1, 5
117988881||1017937||3, 5
17331726||1017937||1, 5
17331947||1017937||5
17335378||1017937||2, 1
17338110||1017937||2, 5
17353872||1017937||1, 5
17374354||1017937||1, 2, 5
17389898||1017937||1, 5
17478370||1017937||1, 2
17483519||1017937||5
17489101||1017937||1, 2, 5
17600842||1017937||1, 5
21620246||1017937||1, 5
28062649||1017937||1, 5
28666524||1017937||1, 5
28735637||1017937||1, 4, 5
28912307||1017937||1, 5
29939204||1017937||1, 5
29989907||1017937||1, 5
110823775||1017937||1, 5
17331822||1017937||5
17331823||1017937||2, 5
17332534||1017937||3, 5
17335142||1017937||1, 5
17335145||1017937||1, 5
17336960||1017937||1, 5
17337273||1017937||1, 5
17338739||1017937||4, 5
17391273||1017937||5
17396315||1017937||1, 5
17471742||1017937||1, 5
17476067||1017937||5
17480463||1017937||1, 5
17583823||1017937||1, 5
20303809||1017937||1, 5
20312032||1017937||1, 5
20363016||1017937||1, 5
22154613||1017937||5
22417217||1017937||1, 5
24851768||1017937||5
29601006||1017937||1, 5
29930399||1017937||1, 5
111586999||1017937||1, 3, 5
111592927||1017937||1, 5
17331798||1017937||1, 5
17332303||1017937||1, 5
17332307||1017937||1, 5
17332399||1017937||1, 5
17333353||1017937||1, 5
17333998||1017937||1, 5
17334032||1017937||1, 5
17334432||1017937||1, 5
17334777||1017937||1, 5
17336114||1017937||4, 5
17336416||1017937||1, 5
17339342||1017937||1, 5
17349483||1017937||1, 5
17350376||1017937||1, 5
17352704||1017937||1, 5
17361809||1017937||1, 5
17367626||1017937||5
17381788||1017937||1, 3, 5
17382744||1017937||1, 2, 5
17394011||1017937||1, 5
17411101||1017937||3
17411984||1017937||1, 5
17482236||1017937||1, 5
17489401||1017937||1, 5
17514239||1017937||5
17515732||1017937||1, 2, 5
17631682||1017937||1, 5
17743668||1017937||1, 5
18785965||1017937||1, 5
20139371||1017937||5
20229705||1017937||1, 5
25458815||1017937||2, 5
26681139||1017937||1, 5
28663899||1017937||1, 5
29958769||1017937||1, 2, 5
30478121||1017937||1, 5
111260344||1017937||1, 5
111624375||1017937||1, 4, 5
112571947||1017937||1, 5
112579366||1017937||1, 2
113034192||1017937||1, 5
119522925||1017937||1, 5
17331819||1017937||1, 5
17332171||1017937||1, 5
17332196||1017937||4, 5
17332232||1017937||1, 5
17333321||1017937||1, 5
17334220||1017937||1, 5
17334275||1017937||1, 5
17334324||1017937||1, 5
17335466||1017937||1, 5
17336026||1017937||1, 5
17336420||1017937||1, 5
17336537||1017937||1, 5
17337594||1017937||1, 5
17339231||1017937||3, 5
17339779||1017937||2, 5
17345973||1017937||1, 2, 5
17348110||1017937||1, 5
17363072||1017937||1, 2, 5
17363603||1017937||1, 5
17365516||1017937||1, 5
17368531||1017937||1, 5
17385041||1017937||1, 2, 5
17387037||1017937||1, 5
17390517||1017937||1, 2, 5
17402468||1017937||1, 5
17406751||1017937||2, 5
17411098||1017937||5
17417483||1017937||1, 5
17421993||1017937||1, 5
17422504||1017937||5
17478205||1017937||5
17516558||1017937||1, 2, 5
17554295||1017937||1, 5
17772500||1017937||1, 5
17944478||1017937||1, 5
18170072||1017937||1, 2, 5
19345385||1017937||1, 5
21226150||1017937||1, 5
21618903||1017937||4
21642514||1017937||1, 5
21678980||1017937||1, 5
21753172||1017937||1, 2, 3, 5
21769312||1017937||1, 3, 5
22093144||1017937||5
22154721||1017937||4, 5
22734845||1017937||1, 5
24360557||1017937||1, 5
25309332||1017937||1, 5
25554482||1017937||1, 5
26149577||1017937||1, 5
26294582||1017937||1, 5
26982945||1017937||1, 5
27501576||1017937||1, 3
28501251||1017937||4, 5
28667303||1017937||1, 2
28674686||1017937||1, 5
28679845||1017937||1, 3
28708736||1017937||1, 5
28729093||1017937||1, 5
29901240||1017937||1, 5
29957823||1017937||1, 5
30046935||1017937||1, 5
30346821||1017937||1, 2, 5
30761378||1017937||1, 5
30853268||1017937||1, 5
31001617||1017937||4, 1, 5
102295980||1017937||1, 2, 5
104724056||1017937||1, 5
106129575||1017937||1, 5
106272459||1017937||1, 3, 4, 5
108871073||1017937||1, 5
109148013||1017937||1, 5
109520377||1017937||1, 5
109681139||1017937||1, 5
110286895||1017937||1, 5
110644436||1017937||1, 5
110677119||1017937||3, 5
111517657||1017937||1, 2, 5
112481377||1017937||1, 2, 3, 5
112495199||1017937||1, 5
112495734||1017937||1, 5
112963386||1017937||1, 5
114617296||1017937||1, 5
115041715||1017937||1, 5
116143088||1017937||1, 5
116424463||1017937||1, 5
116876343||1017937||1, 5
117988872||1017937||1, 5
118830247||1017937||1, 5
17331983||1017937||5
17331988||1017937||1, 5
17332043||1017937||3, 5
17332134||1017937||1, 5
17332173||1017937||5
17332181||1017937||4
17332256||1017937||4, 5
17332382||1017937||1, 5
17332390||1017937||1, 5
17332824||1017937||3
17332946||1017937||1, 5
17332988||1017937||1, 5
17333193||1017937||1, 5
17333293||1017937||1, 5
17334231||1017937||1, 5
17334403||1017937||1, 5
17334705||1017937||1, 5
17335515||1017937||1, 2, 5
17336484||1017937||1, 5
17339922||1017937||1, 5
17349363||1017937||1, 5
17357948||1017937||1, 2, 5
17362698||1017937||1, 2, 5
17362747||1017937||1, 5
17384385||1017937||1, 5
17385816||1017937||5
17389023||1017937||1, 5
17389822||1017937||1, 5
17396450||1017937||1, 5
17401662||1017937||1, 5
17402416||1017937||1, 2, 5
17404053||1017937||1, 5
17404628||1017937||3
17404704||1017937||1, 3
17407020||1017937||1, 5
17407191||1017937||1, 5
17410798||1017937||1, 5
17410828||1017937||5
17410924||1017937||1, 5
17410975||1017937||1, 5
17421355||1017937||1, 5
17457936||1017937||1, 5
17461028||1017937||1, 5
17478106||1017937||1, 5
17479099||1017937||5
17479803||1017937||1, 2, 5
17483389||1017937||5
17484048||1017937||1, 5
17488590||1017937||1, 2, 5
17537379||1017937||1, 5
17562787||1017937||1, 5
17586553||1017937||1, 2, 5
17637811||1017937||1, 5
17739437||1017937||1, 5
17792639||1017937||1, 2
17813666||1017937||1, 5
17838373||1017937||1, 5
17949539||1017937||5
18097776||1017937||5
18176324||1017937||1, 5
18178036||1017937||1, 5
18196902||1017937||1, 5
18209523||1017937||1, 5
19399634||1017937||1, 5
20086033||1017937||1, 5
20158278||1017937||5
20230484||1017937||1, 5
20303645||1017937||1, 5
20304404||1017937||5
20305812||1017937||5
20306100||1017937||4
20353316||1017937||1, 5
20541483||1017937||5
20990696||1017937||1, 5
21114343||1017937||1, 5
21349391||1017937||1, 5
21439344||1017937||1, 3
22185069||1017937||1, 5
22372003||1017937||1, 2, 5
22426268||1017937||1, 2, 5
23237496||1017937||1, 5
23459074||1017937||1, 5
23901477||1017937||1, 5
24196659||1017937||1, 5
24278405||1017937||1, 5
24368233||1017937||1, 5
24794214||1017937||1, 5
25392247||1017937||1, 5
25659497||1017937||1, 5
26599723||1017937||1, 5
26599763||1017937||1, 5
27426575||1017937||2, 5
27440604||1017937||4, 5
27604877||1017937||1, 5
28665102||1017937||1, 5
28708569||1017937||1, 5
28708637||1017937||2, 1
28709251||1017937||1, 5
28715581||1017937||1, 5
28726786||1017937||1, 5
28727794||1017937||1, 5
28762171||1017937||1, 4, 5
29490734||1017937||1, 5
29670276||1017937||1, 5
30336523||1017937||1, 5
30337814||1017937||1, 5
30449160||1017937||1, 5
30555985||1017937||1, 5
30575486||1017937||2, 5
102393359||1017937||1, 5
103634805||1017937||1, 5
104701953||1017937||1, 3, 5
105399548||1017937||1, 5
105459700||1017937||1, 5
106087264||1017937||1, 5
106718130||1017937||1, 5
107324060||1017937||1, 5
108253859||1017937||1, 5
108734006||1017937||1, 5
108867505||1017937||1, 4
108867886||1017937||1, 5
108884930||1017937||1, 5
108945983||1017937||1, 3, 5
108987263||1017937||1, 2, 5
109673860||1017937||1, 5
110071254||1017937||1, 5
110085631||1017937||1, 5
110115185||1017937||4, 5
110123404||1017937||1, 5
110189375||1017937||1, 5
110476139||1017937||3, 4
110641757||1017937||1, 5
110683392||1017937||1, 5
110765728||1017937||1, 5
110765754||1017937||1, 5
110780469||1017937||1, 5
110838610||1017937||1, 5
110876887||1017937||1, 5
111002129||1017937||1, 5
111006485||1017937||1, 5
111020759||1017937||1, 5
111592923||1017937||1, 5
111639928||1017937||1, 5
112200528||1017937||1, 3
112383439||1017937||1, 5
114036650||1017937||5
117881766||1017937||5
117962117||1017937||1, 5
118394528||1017937||1, 5
119797692||1017937||1, 5
122860561||1017937||1, 5
122862373||1017937||1, 5
122870251||1017937||1, 5
123490172||1017937||1, 5
123977511||1017937||1, 5
125774449||1017937||1, 5
125907038||1017937||1, 5
126902098||1017937||1, 5
136242614||1017937||5
136296348||1017937||5
16120626||1017161||1, 5
16209112||1017161||1, 5
16070774||1017161||1, 5
14038211||1017161||1, 2, 5
18723428||1017161||1, 5
17072839||1017161||1, 5
16298796||1017161||5
17480244||1017161||1, 5
16983849||1017161||1, 2, 5
17255092||1017161||1, 5
15848007||1017161||1, 2, 3, 5
17609082||1017161||1, 5
17044983||1017161||1, 3, 5
14085578||1017161||4, 5
16274671||1017161||1, 5
17662703||1017161||1, 5
16566349||1017161||1, 5
18481519||1017161||1, 5
16805020||1017161||1, 5
17052477||1017161||1, 5
15292012||1017161||1, 5
14990782||1017161||1, 5
16911610||1017161||2, 5
28935171||1017161||1, 5
16798400||1017161||1, 5
30224855||1017161||1, 3, 5
17107816||1017161||1, 5
18336541||1017161||1, 5
17655790||1017161||1, 3, 5
21007678||1017161||1, 5
30840468||1017161||1, 5
16996868||1017161||1, 5
17047492||1017161||1, 5
16853869||1017161||1, 2, 5
30349132||1017161||1, 5
15189201||1017161||1, 5
17973461||1017161||1, 4, 5
100206438||1017161||1, 3, 5
14843779||1017161||1, 5
15395838||1017161||1, 5
16811569||1017161||1, 5
14479014||1017161||1, 5
15004174||1017161||1, 5
17394588||1017161||1, 5
18579965||1017161||1, 5
30005146||1017161||1, 5
16143870||1017161||1, 5
16959374||1017161||1, 5
21859308||1017161||1, 5
14820788||1017161||1, 4, 5
15075693||1017161||1, 5
16078352||1017161||1, 5
16795975||1017161||1, 5
19108922||1017161||1, 5
20039264||1017161||1, 5
15853543||1017161||1, 5
16934436||1017161||1, 4, 5
16969465||1017161||1, 5
16996505||1017161||3, 4
16996551||1017161||3, 5
17050939||1017161||1, 5
30407763||1017161||1, 5
16205362||1017161||1, 5
17658478||1017161||1, 5
17973469||1017161||3, 5
30646661||1017161||1, 5
15337087||1017161||4, 5
16135828||1017161||1, 3
17011953||1017161||1, 5
21532229||1017161||1, 3, 5
23400121||1017161||1, 5
14928046||1017161||1, 5
15948103||1017161||3, 4
16050731||1017161||1, 5
17118586||1017161||1, 5
30473610||1017161||1, 5
15395301||1017161||1, 4, 5
16983565||1017161||1, 5
17043464||1017161||1, 2, 5
17045413||1017161||1, 3, 5
17116882||1017161||1, 5
24316385||1017161||1, 5
29798972||1017161||1, 5
30429821||1017161||1, 5
31007835||1017161||1, 5
109583303||1017161||1, 5
14832647||1017161||1, 5
15334998||1017161||1, 5
15945947||1017161||1, 5
16137469||1017161||1, 5
16855558||1017161||1, 5
16947724||1017161||4, 5
21686329||1017161||1, 5
129689868||1017161||1, 2, 5
15880307||1017161||1, 5
16018832||1017161||1, 5
16690490||1017161||1, 5
17181689||1017161||1, 5
23901988||1017161||1, 5, 4
24315167||1017161||5
24360967||1017161||1, 5, 3
26212668||1017161||1, 5
26480961||1017161||1, 5
30126270||1017161||1, 5
31511867||1017161||1, 5
111528690||1017161||1, 5
116879399||1017161||1, 5
14862147||1017161||1, 5
14884011||1017161||1, 5
15528512||1017161||1, 5
15836569||1017161||1, 5
15900216||1017161||3, 5
16350006||1017161||1, 5
16531477||1017161||1, 3, 4
16684407||1017161||1, 5
16864665||1017161||1, 2
16995617||1017161||4, 5
17003704||1017161||1, 3
17101664||1017161||1, 5
17228111||1017161||1, 5
17399815||1017161||5
17621195||1017161||1, 5
17640364||1017161||1, 5
18581787||1017161||1, 5
25487895||1017161||1, 5
25874016||1017161||1, 5
29768181||1017161||1, 5
30063508||1017161||4, 5
30161092||1017161||1, 5
30921467||1017161||1, 5
31251251||1017161||1, 5
31299227||1017161||1, 5
31391103||1017161||5
101122120||1017161||1, 5
109647069||1017161||1, 5
112480485||1017161||1, 5
129689894||1017161||1, 5
130017048||1017161||1, 2, 3, 5
14798960||1017161||1, 5
14851426||1017161||1, 5
14925150||1017161||1, 5
15395350||1017161||1, 2, 5
15589460||1017161||1, 5
15675894||1017161||1, 5
15799753||1017161||1, 5
15939746||1017161||1, 5
